,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M3,,0,M3_1,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M4_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M4,,0,M4_1,,0,0,0,0,0,,,,,,0,4,0,,,4,,4,2,2,2,2,2
M11_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M11,,0,M11_1,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M13_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M13,,0,M13_1,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M20_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M20,,0,M20_1,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M21_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M21,,0,M21_1,,0,0,0,0,0,,,,,,0,4,0,,,4,,4,2,2,2,2,2
M5_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M5,,0,M5_1,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M5_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M5_2,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M6_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M6,,0,M6_1,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M6_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M6_2,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M7_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M7,,0,M7_1,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M7_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M7_2,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M10_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M10,,0,M10_1,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M10_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M10_2,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M15_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M15,,0,M15_1,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M15_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M15_2,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M18_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M18,,0,M18_1,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M18_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M18_2,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M19_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M19,,0,M19_1,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M19_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M19_2,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M22_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M22,,0,M22_1,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M22_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M22_2,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M23_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M23,,0,M23_1,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M23_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M23_2,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M25_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M25,,0,M25_1,,0,0,0,0,0,,,,,,0,4,0,,,4,,4,2,2,2,2,2
M25_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M25_2,,0,0,0,0,0,,,,,,0,4,0,,,4,,4,2,2,2,2,2
M8_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M8,,0,M8_1,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M8_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M8_2,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M8_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M8_3,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M14_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M14,,0,M14_1,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M14_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M14_2,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M14_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M14_3,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M16_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M16,,0,M16_1,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M16_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M16_2,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M16_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M16_3,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M12_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M12,,0,M12_1,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M12_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M12_2,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M12_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M12_3,,0,0,0,0,0,,,,,,0,4,0,,,4,,4,2,2,2,2,2
M12_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M12_4,,0,0,0,0,0,,,,,,0,4,0,,,4,,4,2,2,2,2,2
M17_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M17,,0,M17_1,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M17_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M17_2,,0,0,0,0,0,,,,,,0,4,0,,,4,,4,2,2,2,2,2
M17_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M17_3,,0,0,0,0,0,,,,,,0,4,0,,,4,,4,2,2,2,2,2
M17_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M17_4,,0,0,0,0,0,,,,,,0,4,0,,,4,,4,2,2,2,2,2
M24_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M24,,0,M24_1,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M24_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M24_2,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M24_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M24_3,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M24_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M24_4,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M9_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M9,,0,M9_1,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M9_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M9_2,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M9_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M9_3,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M9_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M9_4,,0,0,0,0,0,,,,,,3,0,0,,,3,,3,2,2,2,2,2
M9_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M9_5,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
M9_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M9_6,,0,0,0,0,0,,,,,,0,0,5,,,5,,5,2,2,2,2,2
suma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,36,125,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,,,,,,,,,
